opponent,map,episode_index,episode_seed,c0_json,outcome_z0,outcome_z3
OP9_SPLIT_LANE_FEINT,map_b_split_lane,16,9117,"[0.08273209631443024, 0.4724056124687195, 0.025447921827435493, 0.1226062998175621, 0.627892792224884, 0.15804876387119293, 0.02644933946430683, 0.14903028309345245, 0.5437695980072021, 0.5854789018630981, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41452109813690186, 0.45623040199279785, 0.9860585331916809, 0.9292829632759094, 1.0, 1.0, 0.0, 0.6560046076774597, 0.5985843539237976, 0.0, 0.0, 0.5, 0.5, 0.2765785753726959, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,17,9118,"[0.07160289585590363, 0.29607775807380676, 0.010966873727738857, 0.2761935293674469, 0.5780026912689209, 0.5288670659065247, 0.025647537782788277, 0.11873293668031693, 0.5627163648605347, 0.5359346866607666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4640653133392334, 0.43728363513946533, 0.7809608578681946, 0.9433591365814209, 1.0, 1.0, 0.0, 0.6218972206115723, 0.4757864475250244, 0.0, 0.0, 0.0, 0.5, 0.3978825807571411, 0.0]",1.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,18,9119,"[0.14249688386917114, 0.43939295411109924, 0.023989785462617874, 0.11735770106315613, 0.5970450639724731, 0.33477407693862915, 0.012362918816506863, 0.24562089145183563, 0.47971490025520325, 0.5618040561676025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43819594383239746, 0.5202851295471191, 0.9427471160888672, 0.7725693583488464, 1.0, 1.0, 0.0, 0.534813642501831, 0.4188633859157562, 0.0, 0.0, 0.5, 0.0, 0.3657163977622986, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,19,9120,"[0.05879976227879524, 0.1352255940437317, 0.0499662384390831, 0.11445058882236481, 0.5584363341331482, 0.20727387070655823, 0.04498916491866112, 0.10544267296791077, 0.594201922416687, 0.509293258190155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49070674180984497, 0.405798077583313, 0.879089891910553, 0.9590935707092285, 1.0, 1.0, 0.0, 0.5277135968208313, 0.4127189815044403, 0.0, 0.0, 0.5, 0.5, 0.2395215630531311, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,20,9121,"[0.09768660366535187, 0.33031564950942993, 0.04712704196572304, 0.21831104159355164, 0.5675246119499207, 0.40331733226776123, 0.0027833105996251106, 0.17345724999904633, 0.5162257552146912, 0.514681875705719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.485318124294281, 0.48377424478530884, 0.8038886785507202, 0.8725458979606628, 1.0, 1.0, 0.0, 0.5481396317481995, 0.4415147602558136, 0.0, 0.0, 0.5, 0.5, 0.39681941270828247, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,21,9122,"[0.043715428560972214, 0.16625499725341797, 0.010806157253682613, 0.045462965965270996, 0.6016409397125244, 0.31441590189933777, 0.06626953184604645, 0.0008633697871118784, 0.5855687260627747, 0.4663793444633484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5336206555366516, 0.41443127393722534, 0.8532136082649231, 0.9231070280075073, 1.0, 1.0, 0.0, 0.5793998837471008, 0.512677788734436, 0.0, 0.0, 0.5, 1.0, 0.11300474405288696, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,22,9123,"[0.11477982997894287, 0.14575885236263275, 0.009839785285294056, 0.0609060674905777, 0.609663188457489, 0.06225307285785675, 0.0014045691350474954, 0.004057140089571476, 0.5173897743225098, 0.6094805002212524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39051949977874756, 0.48261022567749023, 0.8491759896278381, 0.7126661539077759, 1.0, 1.0, 0.0, 0.5052871704101562, 0.48399433493614197, 0.0, 0.0, 0.5, 0.0, 0.0659891813993454, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,23,9124,"[0.10366605222225189, 0.5860491991043091, 0.04251709207892418, 0.00853237695991993, 0.5270687937736511, 0.17307397723197937, 0.03064214251935482, 0.05146266147494316, 0.5070059895515442, 0.48480018973350525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5151997804641724, 0.4929940104484558, 0.7636619210243225, 0.8639014959335327, 1.0, 1.0, 0.0, 0.5947852730751038, 0.5421716570854187, 0.0, 0.0, 0.0, 0.5, 0.10325924307107925, 0.0]",-1.0,-1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,24,9125,"[0.04910246282815933, 0.3338315188884735, 0.033475011587142944, 0.05312018841505051, 0.579245388507843, 0.5867204666137695, 0.0289720818400383, 0.0022179021034389734, 0.5195379257202148, 0.5322760939598083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46772390604019165, 0.48046207427978516, 0.9645561575889587, 0.7645056247711182, 1.0, 1.0, 0.0, 0.588425874710083, 0.507706344127655, 0.0, 0.0, 1.0, 0.0, 0.091844841837883, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,25,9126,"[0.09121493995189667, 0.302222341299057, 0.042548831552267075, 0.23786619305610657, 0.5119211673736572, 0.49840208888053894, 0.01642838679254055, 0.0042393323965370655, 0.5495296716690063, 0.4474492371082306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5525507926940918, 0.45047032833099365, 0.8121668100357056, 0.8341348171234131, 1.0, 1.0, 0.0, 0.5204572081565857, 0.4491806626319885, 0.0, 0.0, 0.5, 1.0, 0.25860828161239624, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,26,9127,"[0.07918589562177658, 0.26873287558555603, 0.0728386864066124, 0.244106262922287, 0.521828830242157, 0.3713158071041107, 0.023722827434539795, 0.028471006080508232, 0.47643208503723145, 0.4298887252807617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5701112747192383, 0.5235679149627686, 0.8211595416069031, 0.9434870481491089, 1.0, 1.0, 0.0, 0.5093448162078857, 0.3640785813331604, 0.0, 0.0, 0.5, 1.0, 0.29180073738098145, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,27,9128,"[0.08197244256734848, 0.4700106978416443, 0.05939950793981552, 0.0757773369550705, 0.5687012672424316, 0.33326175808906555, 0.050198350101709366, 0.29019880294799805, 0.49824655055999756, 0.5228458046913147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4771541953086853, 0.5017534494400024, 0.9369754195213318, 0.7177547216415405, 1.0, 1.0, 0.0, 0.5792019367218018, 0.38504648208618164, 0.0, 0.0, 0.5, 0.0, 0.3907918930053711, 0.0]",2.0,2.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,28,9129,"[0.13986216485500336, 0.30811822414398193, 0.013325944542884827, 0.005038824398070574, 0.5690305233001709, 0.3645499050617218, 0.029818188399076462, 0.15133023262023926, 0.4506880044937134, 0.48906785249710083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5109321475028992, 0.5493119955062866, 0.9310916662216187, 0.8466496467590332, 1.0, 1.0, 0.0, 0.4571974277496338, 0.3963451385498047, 0.0, 0.0, 1.0, 1.0, 0.16848672926425934, 0.0]",1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,29,9130,"[0.11855550110340118, 0.2147669941186905, 0.008734327740967274, 0.03714269772171974, 0.5706475973129272, 0.2571367025375366, 0.044233862310647964, 0.18104414641857147, 0.5016255378723145, 0.533525824546814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46647417545318604, 0.49837446212768555, 0.8910914659500122, 0.9142482280731201, 1.0, 1.0, 0.0, 0.4887917935848236, 0.4118356704711914, 0.0, 0.0, 1.0, 0.5, 0.22452540695667267, 0.0]",-1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,30,9131,"[0.06748289614915848, 0.5508366823196411, 0.06488446891307831, 0.0417323112487793, 0.5387209057807922, 0.6196192502975464, 0.04130854830145836, 0.02094074711203575, 0.5261018872261047, 0.4920981824398041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5079017877578735, 0.47389811277389526, 0.830190122127533, 0.7338700294494629, 1.0, 1.0, 0.0, 0.4775961935520172, 0.3650961220264435, 0.0, 0.0, 0.5, 0.0, 0.12345966696739197, 0.0]",-1.0,1.0
OP9_SPLIT_LANE_FEINT,map_b_split_lane,31,9132,"[0.08690211921930313, 0.5028354525566101, 0.08159051835536957, 0.007294287905097008, 0.6122336387634277, 0.27891862392425537, 0.04111860319972038, 0.2679882049560547, 0.4552564322948456, 0.5364606976509094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4635393023490906, 0.544743537902832, 0.8303144574165344, 0.8043444156646729, 1.0, 1.0, 0.0, 0.6191055178642273, 0.4058857262134552, 0.0, 0.0, 1.0, 0.5, 0.35304027795791626, 0.0]",2.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,0,10101,"[0.0572655089199543, 0.23191973567008972, 0.023210717365145683, 0.11132043600082397, 0.6067432165145874, 0.3870052695274353, 0.04234214127063751, 0.23062114417552948, 0.5206667184829712, 0.5598792433738708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44012075662612915, 0.4793332815170288, 0.9857968688011169, 0.797061562538147, 1.0, 1.0, 0.0, 0.624435305595398, 0.5563012957572937, 0.0, 0.0, 0.5, 0.0, 0.34819039702415466, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,1,10102,"[0.07757605612277985, 0.3182891011238098, 0.06546851247549057, 0.23696359992027283, 0.6459224820137024, 0.31944170594215393, 0.008632011711597443, 0.11795391142368317, 0.5004429221153259, 0.572749674320221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42725032567977905, 0.4995570778846741, 0.7857226133346558, 0.9086569547653198, 1.0, 1.0, 0.0, 0.6257722973823547, 0.508103609085083, 0.0, 0.0, 0.0, 1.0, 0.3641104996204376, 0.0]",2.0,2.0
OP12_LATE_CONVERTER,map_b_split_lane,2,10103,"[0.1423695832490921, 0.5116409659385681, 0.005023664329200983, 0.04366413876414299, 0.5141358971595764, 0.3859034478664398, 0.011912132613360882, 0.00180380092933774, 0.47760409116744995, 0.4328625798225403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5671374201774597, 0.52239590883255, 0.8675878643989563, 0.9190247654914856, 1.0, 1.0, 0.0, 0.39480823278427124, 0.37360280752182007, 0.0, 0.0, 0.5, 1.0, 0.056000106036663055, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,3,10104,"[0.10478462278842926, 0.25352349877357483, 0.06358855217695236, 0.006563031580299139, 0.5391149520874023, 0.36826521158218384, 0.007984669879078865, 0.030191171914339066, 0.4426480829715729, 0.46260398626327515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5373960137367249, 0.5573519468307495, 0.8893963098526001, 0.9438816905021667, 1.0, 1.0, 0.0, 0.4504472017288208, 0.3866726756095886, 0.0, 0.0, 1.0, 1.0, 0.09515552967786789, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,4,10105,"[0.07153696566820145, 0.3161197006702423, 0.06146010011434555, 0.18867763876914978, 0.5376642346382141, 0.4249090552330017, 0.0056021930649876595, 0.18184854090213776, 0.4918736517429352, 0.47439831495285034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5256016850471497, 0.5081263780593872, 0.8364325165748596, 0.8697435855865479, 1.0, 1.0, 0.0, 0.5378971695899963, 0.4227491617202759, 0.0, 0.0, 0.5, 0.5, 0.3803701400756836, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,5,10106,"[0.1523626297712326, 0.4625895917415619, 0.0013573983451351523, 0.12749530375003815, 0.6093317866325378, 0.2112257033586502, 0.02222861908376217, 0.08475361764431, 0.44770148396492004, 0.5195921659469604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.48040783405303955, 0.5522985458374023, 0.9149630069732666, 0.9407629370689392, 1.0, 1.0, 0.0, 0.5375699996948242, 0.4351447522640228, 0.0, 0.0, 0.5, 0.5, 0.21512266993522644, 0.0]",3.0,3.0
OP12_LATE_CONVERTER,map_b_split_lane,6,10107,"[0.11440836638212204, 0.3900677263736725, 0.013329447247087955, 0.0981663167476654, 0.6095966696739197, 0.33387669920921326, 0.002500050002709031, 0.0034585369285196066, 0.4773014783859253, 0.5366310477256775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4633689522743225, 0.5226985216140747, 0.916017472743988, 0.9826880693435669, 1.0, 1.0, 0.0, 0.5075662136077881, 0.4815070927143097, 0.0, 0.0, 1.0, 1.0, 0.10333467274904251, 0.0]",2.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,7,10108,"[0.04814239591360092, 0.44138839840888977, 0.03541724011301994, 0.12684042751789093, 0.5446146130561829, 0.35161876678466797, 0.047401804476976395, 0.27625539898872375, 0.5602430701255798, 0.5071054100990295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49289458990097046, 0.43975692987442017, 0.9301162362098694, 0.7216636538505554, 1.0, 1.0, 0.0, 0.5824406743049622, 0.4179311990737915, 0.0, 0.0, 0.5, 0.0, 0.41198500990867615, 0.0]",-1.0,-1.0
OP12_LATE_CONVERTER,map_b_split_lane,8,10109,"[0.11822813004255295, 0.3469851016998291, 0.01750449649989605, 0.07100999355316162, 0.5721625685691833, 0.3681237995624542, 0.04413270950317383, 0.19074751436710358, 0.47173094749450684, 0.5012945532798767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4987054467201233, 0.5282690525054932, 0.9289119839668274, 0.8231636881828308, 1.0, 1.0, 0.0, 0.49827998876571655, 0.4499296545982361, 0.0, 0.0, 1.0, 0.5, 0.2689220607280731, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,9,10110,"[0.09326298534870148, 0.5442798137664795, 0.024689342826604843, 0.0946422889828682, 0.63497394323349, 0.557968258857727, 0.006823878735303879, 0.061490822583436966, 0.49255114793777466, 0.5754702091217041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4245297908782959, 0.5074488520622253, 0.892930269241333, 0.8545277118682861, 1.0, 1.0, 0.0, 0.5535011291503906, 0.5123433470726013, 0.0, 0.0, 0.5, 0.5, 0.15967793762683868, 0.0]",2.0,2.0
OP12_LATE_CONVERTER,map_b_split_lane,10,10111,"[0.12719659507274628, 0.2977117598056793, 0.00902771670371294, 0.05039086565375328, 0.5864168405532837, 0.2662852704524994, 0.05347956717014313, 0.21154607832431793, 0.4768015146255493, 0.5504028797149658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4495971202850342, 0.5231984853744507, 0.9522297978401184, 0.8697895407676697, 1.0, 1.0, 0.0, 0.5101362466812134, 0.4409862756729126, 0.0, 0.0, 1.0, 0.5, 0.2693944573402405, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,11,10112,"[0.16284963488578796, 0.5945956110954285, 0.005474429111927748, 0.00953375268727541, 0.5625877380371094, 0.14941160380840302, 0.04714497923851013, 0.07847314327955246, 0.5000320672988892, 0.4621463716030121, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5378535985946655, 0.49996793270111084, 0.7528018951416016, 0.8479485511779785, 1.0, 1.0, 0.0, 0.5986647605895996, 0.505754828453064, 0.0, 0.0, 0.0, 0.5, 0.1025398001074791, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,12,10113,"[0.09898019582033157, 0.37841933965682983, 0.06279580295085907, 0.14220884442329407, 0.5621328949928284, 0.33567726612091064, 0.05128391832113266, 0.24224720895290375, 0.46996551752090454, 0.4940284192562103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5059715509414673, 0.5300344824790955, 0.8776831030845642, 0.7581799030303955, 1.0, 1.0, 0.0, 0.5387294888496399, 0.3537439703941345, 0.0, 0.0, 1.0, 0.0, 0.4030724763870239, 0.0]",1.0,1.0
OP12_LATE_CONVERTER,map_b_split_lane,13,10114,"[0.0989336147904396, 0.3668500781059265, 0.07071426510810852, 0.2968389391899109, 0.524759829044342, 0.04022388905286789, 0.021216757595539093, 0.0151628153398633, 0.5162325501441956, 0.5433701276779175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4566298723220825, 0.48376744985580444, 0.6996921300888062, 0.696791410446167, 1.0, 1.0, 0.0, 0.5771090388298035, 0.3369072675704956, 0.0, 0.0, 0.0, 0.0, 0.33122363686561584, 0.0]",-1.0,-1.0
OP12_LATE_CONVERTER,map_b_split_lane,14,10115,"[0.04172952100634575, 0.42534634470939636, 0.03829726576805115, 0.13348445296287537, 0.573401689529419, 0.381355345249176, 0.05945829674601555, 0.17797283828258514, 0.5246536135673523, 0.48867011070251465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5113298892974854, 0.4753463864326477, 0.937609076499939, 0.8464950919151306, 1.0, 1.0, 0.0, 0.5757412314414978, 0.5097272396087646, 0.0, 0.0, 0.5, 0.5, 0.3265119194984436, 0.0]",2.0,2.0
